,id,question,answer,label
1095,1095,What is the purpose of the NSF Fellows program?,To ensure the vitality of the human resource base of science and engineering in the United States and reinforce its diversity.,1.0
1097,1097,When are the deadlines for the NSF GRFP?,Mid-October to early November.,1.0
1098,1098,When should candidates start developing their application materials for the NSF GRFP?,Early July or August.,1.0
1099,1099,Who can candidates contact for additional guidance on the NSF GRFP?,Christina McIntyre.,1.0
1101,1101,What does the Rhodes Scholarship provide support for?,"tuition, fees, room, board, transportation, books",1.0
1102,1102,How many seniors are supported by the Rhodes Scholarship?,32,1.0
1103,1103,What qualities does the Rhodes Foundation look for in seniors?,"strong academic records, integrity of character, physical vigor, demonstrated leadership, and extensive public service",1.0
1104,1104,Can alumni apply for the Rhodes Scholarship?,Yes,1.0
1105,1105,What is the age limit for alumni applying to the Rhodes Scholarship?,They must not have reached the age of 24 by October 1 of the application year,1.0
1107,1107,When did Mark Embree graduate?,1996,1.0
1108,1108,When did William W. Lewis graduate?,1963,1.0
1109,1109,What is the purpose of the Truman scholarship?,The purpose of the Truman scholarship is to identify people with potential to become leaders and to provide them the support to help them realize their aspirations.,1.0
1110,1110,What is the amount of the Truman scholarship?,"$30,000",1.0
1111,1111,What is the University Endorsement Process?,To gain access to the application email Christina McIntyre. Include in the email an up-to-date resume or Curriculum Vitae (CV) to assist in the registration process.,1.0
1112,1112,When is the Virginia Tech campus deadline for the Truman scholarship?,December 1,1.0
1113,1113,When are the Campus Interviews for the Truman scholarship?,Reading Day,1.0
1114,1114,Who should candidates meet with early in the fall semester to discuss the application process?,Christina McIntyre,1.0
1115,1115,What is the Truman Foundation Website?,http://www.truman.gov,1.0
1116,1116,"Who were the Truman scholarship recipients in 2009, 2002, and 1992?","2009 - Jennifer Lamb, 2002 - Michael Gerusa, 1992 - Phallisha Newsome-Horton",1.0
1117,1117,What fields does the Udall Foundation seek future leaders in?,"The Udall Foundation seeks future leaders across a wide spectrum of environmental fields, including policy, engineering, science, education, urban planning and renewal, business, health, justice, and economics.",1.0
1118,1118,What specific leaders does the Udall Foundation seek?,The Udall Foundation seeks future Native American and Alaska Native leaders in Native American health care and tribal public policy.,1.0
1119,1119,What financial funding does the scholarship provide?,"The scholarship provides financial funding up to $7,000 for academic expenses.",1.0
1120,1120,What additional benefits does the scholarship provide?,"The scholarship provides access to the Udall Alumni network and a four-day scholar orientation in Tucson, AZ.",1.0
1121,1121,Is there a University Endorsement process for the scholarship?,Yes.,1.0
1122,1122,What is the campus deadline for Virginia Tech candidates?,The campus deadline for Virginia Tech candidates is February 15.,1.0
1123,1123,What materials do candidates need to submit for endorsement?,Candidates need to submit materials including an up-to-date resume or Curriculum Vitae (CV) to the Virginia Tech Udall Committee.,1.0
1124,1124,Is it encouraged for candidates to meet with Christina McIntyre?,"Yes, candidates are encouraged to meet with Christina McIntyre to discuss the application process.",1.0
1125,1125,What is the website for the Udall Foundation?,The website for the Udall Foundation is http://udall.gov/OurPrograms/Scholarship/Scholarship.aspx,1.0
1126,1126,Can you provide some examples of past scholarship recipients from Virginia Tech?,"Some past scholarship recipients from Virginia Tech include Kara Dodson, Erin A. Rooney, Sherri M. Cook, Hilary Camblos, Krista Jacbosen, Brian Sweet, Shane J. Moses, Stacey D. Smith, Karen Hix, Elizabeth Embree, John Michael Schmidt, Walter R. O'Connel, Jennifer M. Deang, Elizabeth Faye, Michael C. Montgomery, and Angel L. Wesner.",1.0
1127,1127,What is the Harry S. Truman Scholarship?,The Harry S. Truman Scholarship recognizes college juniors for demonstrated leadership potential and a commitment to public service.,1.0
1128,1128,How much is the amount of the Truman scholarship?,"$30,000.",1.0
1129,1129,What is the purpose of the Truman scholarship?,The purpose of the Truman scholarship is to identify people with potential to become leaders and to provide them the support to help them realize their aspirations.,1.0
1130,1130,Is there a University Endorsement Process for the Truman scholarship?,Yes.,1.0
1131,1131,Who should applicants email to gain access to the Truman scholarship application?,Applicants should email Christina McIntyre.,1.0
1132,1132,What should be included in the email to Christina McIntyre for the Truman scholarship application?,An up-to-date resume or Curriculum Vitae (CV).,1.0
1133,1133,What does the Virginia Tech Truman Committee do?,The Virginia Tech Truman Committee will interview applicants to determine endorsement of candidates.,1.0
1134,1134,What is the Virginia Tech campus deadline for the Truman scholarship?,December 1.,1.0
1135,1135,When are the Campus Interviews for the Truman scholarship?,Reading Day.,1.0
1136,1136,Who should candidates meet early in the fall semester to discuss the Truman scholarship application process?,Candidates should meet with Christina McIntyre.,1.0
1137,1137,What is the website of the Truman Foundation?,http://www.truman.gov,1.0
1138,1138,What fields does the Udall Foundation seek future leaders in?,"The Udall Foundation seeks future leaders across a wide spectrum of environmental fields, including policy, engineering, science, education, urban planning and renewal, business, health, justice, and economics.",1.0
1139,1139,How much financial funding does the Udall scholarship provide for academic expenses?,"Up to $7,000.",1.0
1140,1140,What does the Udall scholarship provide access to?,"The Udall scholarship provides access to the Udall Alumni network and a four-day scholar orientation in Tucson, AZ.",1.0
1141,1141,What categories are scholarships offered to by the Udall Foundation?,Scholarships are offered to students in one of the following categories.,1.0
1142,1142,Is there a University Endorsement Process for the Udall scholarship?,Yes.,1.0
1143,1143,Who should applicants email to gain access to the Udall scholarship application?,Applicants should email Christina McIntyre.,1.0
1144,1144,What should be included in the email to Christina McIntyre for the Udall scholarship application?,An up-to-date resume or Curriculum Vitae (CV).,1.0
1145,1145,What does the Virginia Tech Udall Committee do?,The Virginia Tech Udall Committee will determine endorsements of candidates based on the materials submitted by the campus deadline.,1.0
1146,1146,What is the Virginia Tech campus deadline for the Udall scholarship?,February 15.,1.0
1147,1147,Who should candidates meet in the fall to discuss the Udall scholarship application process?,Candidates should meet with Christina McIntyre.,1.0
1148,1148,What is the website of the Udall Foundation?,http://udall.gov/OurPrograms/Scholarship/Scholarship.aspx,1.0
1149,1149,How many Virginia Tech alumni have received the Medal of Honor?,Eight,1.0
1150,1150,Who was the first Virginia veteran from World War I to receive the Medal of Honor?,Earle Gregory,1.0
1151,1151,What is the name of the hall named in honor of Jimmie Monteith?,Monteith Hall,1.0
1152,1152,Who is the only navigator awarded the Medal of Honor?,Robert Femoyer,1.0
1153,1153,Who received the Medal of Honor for actions during the Korean War?,Richard Shea,1.0
1154,1154,Who is 1st Lt. Gary Lee Miller?,A unit commander in the U.S. Army and a graduate of Virginia Tech.,1.0
1155,1155,How did 1st Lt. Gary Lee Miller die?,"He died from wounds he received while serving in action in Binh Duong Province, Vietnam.",1.0
1156,1156,What did 1st Lt. Gary Lee Miller do to save his patrol?,"He threw himself on an enemy grenade, absorbing the force of the explosion with his body.",1.0
1157,1157,What college did 1st Lt. Gary Lee Miller attend?,"He attended Clifton Forge-Covington Community College, which was designated a branch of Virginia Tech at the time.",1.0
1158,1158,How many Virginia Tech alumni have received the Medal of Honor?,Eight.,1.0
1159,1159,What wars did Antoine Gaujot and Julien Gaujot receive the Medal of Honor for?,"Antoine Gaujot received the medal for actions in the Philippine Insurrection, while Julien Gaujot received the medal for actions on the Mexican Border.",1.0
1160,1160,What is the name of the Army sergeant who received the Medal of Honor for actions in World War I?,Earle Gregory.,1.0
1161,1161,What did Herbert Thomas do to receive the Medal of Honor?,He jumped on a hand grenade to save his men's lives.,1.0
1162,1162,Who is Jimmie Monteith and why did he receive the Medal of Honor?,Jimmie Monteith was an Army lieutenant who received the Medal of Honor for actions during D-Day in World War II.,1.0
1163,1163,What is the name of the only navigator awarded the Medal of Honor?,Robert Femoyer.,1.0
1164,1164,What did Richard Shea do to receive the Medal of Honor?,He led a counterattack and fought hand-to-hand during the Korean War.,1.0
1165,1165,How many generals and admirals does Virginia Tech have among its alumni?,97.,1.0
1166,1166,Which class has the greatest number of generals?,The class of 1941.,1.0
1167,1167,Who has been named senior associate vice president for alumni relations at Virginia Tech?,Matthew M. Winston Jr.,1.0
1168,1168,When will Matthew M. Winston Jr. start his new position at Virginia Tech?,On November 1st.,1.0
1169,1169,What is the oldest structure on the Virginia Tech campus?,Solitude,1.0
1170,1170,What is Solitude now used for?,It is now home to a multi-use Appalachian Center.,1.0
1171,1171,When was Solitude expanded?,In 1851 by Col. Robert Preston.,1.0
1172,1172,What is Solitude an example of?,Greek Revival architecture.,1.0
1173,1173,When was Virginia Agricultural and Mechanical College founded?,In 1872.,1.0
1174,1174,Where did 'Add' register as the first student at Virginia Tech?,Preston and Olin Building,1.0
1175,1175,What was the original name of Virginia Tech?,Virginia Agricultural and Mechanical College (V.A.M.C.),1.0
1176,1176,What kind of institution is Virginia Tech?,Land-grant institution,1.0
1177,1177,What is the full name of Virginia Tech?,Virginia Polytechnic Institute and State University,1.0
1178,1178,When was Add Caldwell born?,"January 10, 1856",1.0
1179,1179,Where was Add Caldwell born?,"Sinking Creek in Craig County, Va.",1.0
1180,1180,Who were Add Caldwell's parents?,George Charlton and Lorena Givens Caldwell,1.0
1181,1181,How many siblings did Add Caldwell have?,Nine,1.0
1182,1182,How long had the Caldwells been living in Craig's valleys?,Since the 1760s,1.0
1183,1183,"Who granted land to John Caldwell, Add Caldwell's forebear?",King George III of England,1.0
1184,1184,What counties were joined to create Craig County?,"Botetourt, Roanoke, Giles, and Monroe counties",1.0
1185,1185,What was Add's father's occupation?,Farmer,1.0
1190,1190,Where did Add grow up?,On a farm.,1.0
1191,1191,Who encouraged or made arrangements for Add's schooling?,His father.,1.0
1192,1192,What war was Add's father a veteran of?,The Civil War.,1.0
1194,1194,What happened to the county's school records?,They were destroyed by fire.,1.0
1195,1195,How did Add most likely receive his education?,He most likely attended a one- or two-room school or was taught by an instructor hired to come into the home.,1.0
1196,1196,When was the public school system introduced in Craig County?,In 1870.,1.0
1197,1197,Who prompted Add Caldwell to investigate the agricultural and mechanical school in Blacksburg?,"The school's president, Charles L.C. Minor",1.0
1198,1198,"How did Add and his older brother, Mic Caldwell, learn about the new school?",Through word of mouth or advertisements placed by the school's president in newspapers throughout the state,1.0
1199,1199,How far did Add and Mic Caldwell walk to reach Blacksburg?,As much as 28 miles,1.0
1200,1200,Did Add and Mic Caldwell know about foot trails that could have shortened their walk?,"Yes, they would have known about foot trails across the mountains",1.0
1201,1201,Who remembers her father telling her that he walked to the school with his brother?,"Mic's daughter, Katherine Caldwell Mendez",1.0
1202,1202,Who wrote the book 'The First 100 Years'?,D.L. Kinnear,1.0
1203,1203,What happened in the Preston and Olin Building?,Students registered,1.0
1207,1207,Who did President Minor write to during the first month?,Gen. Joseph R. Anderson,1.0
1208,1208,How many more students were holding back in hope of some abatement of accommodation?,A dozen,1.0
1209,1209,What was the name of the institute mentioned in the correspondence?,Preston and Olin Institute,1.0
1210,1210,Was the beginning of the school smaller than expected?,Yes,1.0
1211,1211,What did President Minor call the students?,plain lads,1.0
1212,1212,What did President Minor feel embarrassed about?,varying from strictly technical training,1.0
1213,1213,What kind of preparation did many students have?,scantiest preparation,1.0
1214,1214,What kind of work did V.A.M.C. have to include?,work belonging to high schools or grammar schools,1.0
1215,1215,What did President Minor say was impossible to do?,all that is desired in special technical courses,1.0
1216,1216,When did the newspapers report the number of registered students?,mid-November,1.0
1217,1217,How many students had registered at that time?,60,1.0
1218,1218,What did the newspapers say about the tide of entrance?,It is steadily flowing on to as full numbers as can be comfortably accommodated.,1.0
1219,1219,What was the total enrollment during the first year of operation?,132,1.0
1220,1220,Who was the first to register at Virginia Tech?,Add,1.0
1221,1221,What were the facilities in the Preston and Olin Building in 1872?,"Three recitation rooms, a chapel, and twenty-four lodging rooms",1.0
1222,1222,Where did students who couldn't find lodging on campus stay?,In town,1.0
1223,1223,Where did students eat before 1873?,"In town, many at Luster's Hotel",1.0
1224,1224,When was the new building for serving meals completed?,1873,1.0
1226,1226,Who was enrolled with Add each year?,At least one of his brothers,1.0
1227,1227,When was Mic on the rolls?,"In 1872, 1873, 1876, and 1877",1.0
1228,1228,Did Mic graduate?,"No, he never graduated",1.0
1229,1229,When did Frank B. Caldwell enroll?,During Add's third year,1.0
1230,1230,How many consecutive terms did Frank attend?,Three consecutive terms,1.0
1231,1231,Did Frank graduate?,"No, he did not graduate",1.0
1232,1232,What subjects were Add exposed to in first year studies?,"commercial arithmetic, bookkeeping, algebra, English grammar, geography with map drawing, descriptive astronomy, penmanship, free-hand drawing, lectures on physiology and hygiene, lectures on habits and manners, lectures on the value of agricultural and mechanical arts to society, French or German, farm or shop practice, and military tactics.",1.0
1233,1233,Who compiled and edited the 1964 VPI Historical Data Book?,Jenkins Mikell Robertson,1.0
1234,1234,What was the college under from the beginning?,military discipline,1.0
1235,1235,What were students required to do?,"meet formations, march to classes, pass room inspections, have military passes when off campus, and conform to other types of military behavior",1.0
1236,1236,How many companies were the students assigned to?,two,1.0
1237,1237,What were the uniforms of the students?,"cap, jacket, and pants of cadet gray, trimmed with black",1.0
1238,1238,What rank did Add attain by the middle of his final year in college?,second sergeant,1.0
1239,1239,What is the significance of Montgomery White Sulphur Springs?,It is the burial site of Confederate soldiers.,1.0
1240,1240,What happened on Memorial Day at Virginia Tech?,The corps marched to Montgomery White Sulphur Springs to honor the Confederate soldiers buried there.,1.0
1241,1241,How far is Montgomery White Sulphur Springs from the Virginia Tech campus?,12-15 miles.,1.0
1242,1242,What did Gen. Preston comment about the students who rode to the ceremony?,He said it was 'd_____ poor militia that had to be hauled about in ambulances.',1.0
1243,1243,What did students participate in during the college's inaugural year?,A literary society,1.0
1244,1244,When did the Lee Literary Society and the Maury Literary Society start?,In 1873,1.0
1245,1245,What did the Lee Literary Society and the Maury Literary Society focus on?,"Public speaking, debate, and creative writing",1.0
1246,1246,"When was The Gray Jacket, the first student publication, started?",In 1875,1.0
1247,1247,Which society was Add a member of?,Maury Literary Society,1.0
1248,1248,What did the committee concur with?,having an Inter-collegiate Association of Virginia convention at Lynchburg,1.0
1249,1249,When was the Inter-collegiate Association of Virginia convention held?,1876,1.0
1250,1250,Where was the Inter-collegiate Association of Virginia convention held?,Lynchburg,1.0
1251,1251,When did the first school year at V.A.M.C. start?,"October 1, 1872",1.0
1252,1252,When did the first school year at V.A.M.C. end?,"Last Wednesday in July, 1873",1.0
1253,1253,What replaced summer vacation during the second year and for nine years following?,Vacation around Christmas to late February,1.0
1254,1254,Who justified the new school term in an 1875 issue of The Gray Jacket?,President Minor,1.0
1255,1255,Why did President Minor justify the new school term?,Because the winter vacation was best suited for an institution of this character and students from other sections of the country could escape the severity of winter in the mountains and remain at College during the most pleasant and healthful part of the year,1.0
1256,1256,Who donated Add's 1875 report card to Virginia Tech?,Frank Caldwell,1.0
1257,1257,When was Add's 1875 report card donated to Virginia Tech?,1992,1.0
1258,1258,What does Add's 1875 report card list?,His grades,1.0
1259,1259,Who was Add's 1875 report card mailed to?,His father in Craig County,1.0
1260,1260,What year was Add's 1875 report card from?,1875,1.0
1261,1261,What subjects did Add study in the intermediate year?,"Mathematics, Chemistry, Natural History, Composition and Rhetoric, French, Composition (written), Military Tactics, and Farm work.",1.0
1262,1262,What was Add's grade in Mathematics?,5,1.0
1263,1263,What was Add's grade in Chemistry?,7,1.0
1264,1264,What exam does the university archives include?,A copy of the 1875 chemistry exam.,1.0
1265,1265,What was Add's grade in Natural History?,8,1.0
1266,1266,What was Add's grade in Composition and Rhetoric?,7.5,1.0
1267,1267,What was Add's grade in French?,8,1.0
1268,1268,What was Add's grade in Composition (written)?,10,1.0
1269,1269,What was Add's grade in Military Tactics?,9.5,1.0
1270,1270,What was Add's grade in Farm work?,10,1.0
1271,1271,What is Book-Keeping?,Book-Keeping is the process of recording financial transactions.,1.0
1272,1272,What are some common tasks involved in Book-Keeping?,"Some common tasks involved in Book-Keeping include recording sales and purchases, tracking expenses, and managing payroll.",1.0
1273,1273,What is the importance of Book-Keeping?,"Book-Keeping is important for maintaining accurate financial records, analyzing business performance, and fulfilling tax obligations.",1.0
1274,1274,How long does it take to complete the Book-Keeping program at Virginia Tech?,The Book-Keeping program at Virginia Tech typically takes 5 years to complete.,1.0
1275,1275,What skills can I gain from studying Book-Keeping at Virginia Tech?,"Studying Book-Keeping at Virginia Tech can help you develop skills in financial analysis, data management, and accounting software usage.",1.0
1276,1276,Who graduated from V.A.M.C. with the college's second graduating class in the 1876 commencement exercises?,William Addison Caldwell,1.0
1277,1277,When did the commencement exercises for the second graduating class of V.A.M.C. begin?,August 6,1.0
1278,1278,Who delivered the sermon during the commencement exercises?,Rev. Oscar F. Flippo of Baltimore,1.0
1279,1279,Who delivered the fourth annual address before the literary societies?,Maj. John W. Daniel of Lynchburg,1.0
1280,1280,Who responded in a brief but able and eloquent speech when called for by the attendees?,Governor Kemper,1.0
1281,1281,Who reviewed the corps and the college's Board of Visitors on the same day?,Governor Kemper,1.0
1282,1282,Who presented the diplomas during the commencement exercises?,President Minor,1.0
1283,1283,What type of certificates did students receive at that time?,Graduate certificates,1.0
1284,1284,Who delivered the annual address to faculty and students?,Gen. J.H. Williams of Winchester,1.0
1285,1285,What are Virginia Tech's sports teams called?,The Hokies,1.0
1286,1286,When was the word 'Hokie' originated?,In 1896,1.0
1287,1287,Who created the 'Old Hokie' spirit yell?,O. M. Stull,1.0
1288,1288,Why was the spirit yell created?,Because the college's name was changed,1.0
1289,1289,What was the original name of Virginia Tech?,Virginia Agricultural and Mechanical College (VAMC),1.0
1290,1290,What is the official university school colors of Virginia Tech?,Chicago Maroon and Burnt Orange,1.0
1291,1291,What is the team mascot of Virginia Tech?,The HokieBird,1.0
1292,1292,What is the abbreviation for Virginia Tech?,VT,1.0
1293,1293,What is the rivalry game between Virginia Tech and Virginia Military Institute called?,The Military Classic of the South,1.0
1294,1294,When was Tech Triumph written?,In 1919,1.0
1295,1295,What conference do Virginia Tech's teams participate in?,The Atlantic Coast Conference (ACC),1.0
1296,1296,When did Virginia Tech join the ACC?,In 2003,1.0
1297,1297,What conference did Virginia Tech join in 1921?,The Southern Intercollegiate Conference,1.0
1298,1298,When did Virginia Tech join the Metro Conference?,In 1978,1.0
1300,1300,When was Virginia Tech invited to join the Big East Conference?,In 1991,1.0
1301,1301,Which schools were members of the Big East football conference?,"Boston College, Miami, Pittsburgh, Rutgers, Syracuse, Temple, Virginia Tech, and West Virginia",1.0
1302,1302,When did Virginia Tech join the Atlantic 10 Conference?,In June 1995,1.0
1303,1303,How much did Virginia Tech pay to join the Big East conference?,$8.3 million,1.0
1304,1304,Which conference did Virginia Tech join after leaving the Big East?,The ACC,1.0
1305,1305,Who was the head coach of Virginia Tech's football team from 1987 to 2015?,Frank Beamer,1.0
1306,1306,Who succeeded Frank Beamer as the head coach of Virginia Tech's football team?,Justin Fuente,1.0
1307,1307,Where does Virginia Tech's football team play their home games?,Lane Stadium,1.0
1308,1308,How many times has Virginia Tech's football team finished with a top-10 ranking?,Five times,1.0
1309,1309,Who is the current head coach of Virginia Tech's men's basketball team?,Mike Young,1.0
1310,1310,How many times has Virginia Tech's men's basketball team made the NCAA Tournament?,11 times,1.0
1311,1311,Who was the previous head coach of Virginia Tech's men's basketball team?,Buzz Williams,1.0
1312,1312,When did Virginia Tech's women's basketball team make their first NCAA tournament appearance?,1994,1.0
1313,1313,Who is the coach of Virginia Tech's women's basketball team?,Kenny Brooks,1.0
1314,1314,When did Virginia Tech's women's soccer team make it to the Final Four for the first time?,2013,1.0
1315,1315,Who is the current coach of Virginia Tech's men's soccer team?,Oliver Weiss,1.0
1316,1316,Who is the winningest baseball coach in Virginia Tech history?,Chuck Hartman,1.0
1317,1317,Who is the current coach of Virginia Tech's baseball team?,John Szefc,1.0
1318,1318,When did the Virginia Tech softball team start its varsity program?,1996,1.0
1319,1319,How many conference championship games has the Virginia Tech softball team played in?,6,1.0
1320,1320,Which year did the Virginia Tech softball team win both the ACC regular season and tournament titles?,2007,1.0
1321,1321,Who was the head coach of the Virginia Tech softball team?,Scot Thomas,1.0
1322,1322,Who was the senior All-American pitcher for the Virginia Tech softball team?,Angela Tincher,1.0
1323,1323,When did the Virginia Tech softball team make their first College World Series appearance?,2008,1.0
1324,1324,Which team did the Virginia Tech softball team upset in a 1-0 no-hitter in 2008?,USA national team,1.0
1325,1325,Who helped start the Virginia Tech softball program in 1996?,Scot Thomas,1.0
1326,1326,Who was named as the new head coach of the Virginia Tech softball program in 2018?,Pete D'Amour,1.0
1327,1327,How many conference championships has the Virginia Tech men's golf team won?,12,1.0
1328,1328,Who was the first American to win the British Amateur golf tournament since 1979?,Drew Weaver,1.0
1329,1329,Which golfer from Virginia Tech won three PGA Tour wins?,Johnson Wagner,1.0
1330,1330,Who was the head coach of the Virginia Tech wrestling program in 2006?,Kevin Dresser,1.0
1331,1331,Who became the wrestling program's head coach in 2017?,Tony Robie,1.0
1332,1332,Who was the first Hokie wrestler to win a national championship for Virginia Tech?,Mekhi Lewis,1.0
1333,1333,When was the Virginia Tech Ice Hockey team formed?,1984,1.0
1334,1334,Where does the Virginia Tech Ice Hockey team play their home games?,Berglund Center in Roanoke,1.0
1335,1335,When did the Virginia Tech rugby team win the Atlantic Coast Rugby League 7s?,2012,1.0
1336,1336,How many National Championships has the Virginia Tech College Bass team won?,1,1.0
1337,1337,When did the Virginia Tech Club Field Hockey team win the National Field Hockey League championship?,2017,1.0
1338,1338,"Which three schools, including Virginia Tech, have not won an NCAA-recognized national championship in any varsity team sport?","Virginia Tech, Kansas State, and UCF",1.0
1339,1339,Who won a $5 prize for coming up with the spirit cheer 'Old Hokie'?,O.M. Stull,1.0
1340,1340,What was the original spirit cheer before it was changed to 'Old Hokie'?,"Hoki, Hoki, Hoki, Hy. Techs, Techs, V.P.I. Sola-Rex, Sola-Rah. Polytechs - Vir-gin-ia. Rae, Ri, V.P.I.",1.0
1341,1341,What name was given to Virginia Tech in 1896?,Virginia Agricultural and Mechanical College and Polytechnic Institute,1.0
1342,1342,What were the original colors of Virginia Tech's athletic uniforms?,Black and gray,1.0
1343,1343,Why were burnt orange and Chicago maroon chosen as Virginia Tech's colors?,No other college was using that particular color combination,1.0
1344,1344,When were burnt orange and Chicago maroon first worn by Virginia Tech's football team?,"October 26, 1896",1.0
1345,1345,What was the nickname for Virginia Tech students before they were called Hokies?,Gobblers,1.0
1346,1346,How did the nickname 'Gobblers' originate?,It resulted from the way student athletes would 'gobble' up their food,1.0
1347,1347,Who trained a large turkey to pull a cart at a football game in 1913?,Floyd Meade,1.0
1348,1348,When did the current HokieBird mascot debut?,September 1987,1.0
1349,1349,When do students who dress as the HokieBird reveal their identity?,During commencement,1.0
1350,1350,"Who composed the university's most popular fight song, 'Tech Triumph'?",Wilfred P. Maddux and Mattie Eppes,1.0
1351,1351,When was 'Tech Triumph' officially adopted by the student body?,December 1919,1.0
1352,1352,What are the colors mentioned in the fight song?,Orange and Maroon,1.0
1353,1353,What is the abbreviation for Virginia Polytechnic Institute mentioned in the fight song?,V.P.I.,1.0
1354,1354,When was the Alma Mater composed?,Spring 1939,1.0
1355,1355,Who composed the music for the Alma Mater?,Ernest T. Sparks,1.0
1356,1356,Who wrote the lyrics for the Alma Mater?,L.G. Chase,1.0
1357,1357,What is the chorus of the Alma Mater?,"VT, all hail to thee",1.0
1358,1358,What are the colors mentioned in the Alma Mater?,Orange and Maroon,1.0
1359,1359,What is the name of Virginia Tech's fight song?,Enter Sandman,1.0
1360,1360,Who wrote and recorded the song 'Enter Sandman'?,Metallica,1.0
1361,1361,When did Virginia Tech start playing 'Enter Sandman' at football games?,2000,1.0
1362,1362,What was the date when the tradition of students jumping during 'Enter Sandman' started?,"December 1, 2001",1.0
1363,1363,Which band member of the Marching Virginians started jumping during the song?,A Marching Virginians band member,1.0
1364,1364,Where did the tradition of students jumping during 'Enter Sandman' eventually spread to?,Basketball teams' entrances in Cassell Coliseum,1.0
1365,1365,Who developed the Lunch Pail Defense at Virginia Tech?,Bud Foster,1.0
1366,1366,What does the Lunch Pail Defense Foundation provide?,Scholarships for high school students and assistance for families awaiting organ transplants,1.0
1367,1367,Who acquired the original lunch pail?,The mother-in-law of co-defensive coordinator Rod Sharpless,1.0
1368,1368,What did the lunch pail once belong to?,A coal miner,1.0
1369,1369,What does the lunch pail now contain?,"The names of the 32 Hokies who died in the tragedy on April 16, 2007",1.0
1370,1370,Who is entrusted with the care of the lunch pail?,A defensive leader,1.0
1371,1371,What is the Game-Ball Run?,The Game-Ball Run is a tradition where members of Ranger Company run the game ball for 100 miles around campus during the week of the annual homecoming football game.,1.0
1372,1372,When did the Game-Ball Run tradition start?,The tradition of the Game-Ball Run likely originated with the Virginia Tech-VMI football games years before 1977.,1.0
1373,1373,What is the purpose of the ceremony on the day of the game?,The ceremony on the day of the game includes running the ball into the stadium.,1.0
1374,1374,What is the name of the Army ROTC company at Virginia Tech?,The Army ROTC company at Virginia Tech is called Ranger Company.,1.0
1375,1375,How long has Ranger Company been performing the Game-Ball Run?,Ranger Company has been performing the Game-Ball Run every year since 1977.,1.0
1376,1376,When did the cadets from the Class of 1964 make a pact to build a cannon?,At a football game against Virginia Military Institute (VMI),1.0
1377,1377,Who were the two cadets from the Class of 1964 who made the pact?,Homer Hadley “Sonny” Hickam and Alton B. “Butch” Harper Jr.,1.0
1378,1378,What is the name of the cannon built by the cadets?,Skipper,1.0
1379,1379,Why is the cannon named Skipper?,"It is named after President John F. Kennedy, who had been a PT-boat skipper.",1.0
1380,1380,When did the first known organized competition against an off-campus team occur?,In 1877,1.0
1381,1381,Who did the VAMC baseball team play in the first known organized competition?,Roanoke College,1.0
1382,1382,What was the score of the first known organized competition?,53-13 in favor of the VAMC baseball team,1.0
1383,1383,When was the VAMC Athletic Association established?,Fall 1891,1.0
1384,1384,What sports were added to the VAMC Athletic Association the following year?,Football and tennis,1.0
1385,1385,How long did Tech play VMI in Roanoke on Thanksgiving Day?,Nearly 75 years,1.0
1386,1386,When did women join the athletics fold at Tech?,1970,1.0
1387,1387,What was the first women's sport at Tech?,Swimming,1.0
1388,1388,When did Tech join the Atlantic Coast Conference?,2004,1.0
1389,1389,What are some of the men's varsity sports at Tech?,"Football, basketball, baseball, soccer, indoor and outdoor track, swimming and diving, wrestling, tennis, golf, and cross country",1.0
1390,1390,What are some of the women's varsity sports at Tech?,"Basketball, tennis, volleyball, swimming and diving, indoor and outdoor track, soccer, softball, lacrosse, golf, and cross country",1.0
1391,1391,What does the Student-Athlete Performance Center benefit?,"Recruiting, nutrition, and performance for all 22 varsity sports",1.0
1392,1392,How many student-athletes earned GPAs above 3.0 in the 2021-22 academic year?,Over 350,1.0
1393,1393,When did the Virginia Tech Corps of Cadets become official?,In the 1890s,1.0
1394,1394,What was the original requirement for participation in the corps for all males?,Four years,1.0
1395,1395,When did participation in the corps become voluntary?,In 1964,1.0
1396,1396,What is the Upper Quad at Virginia Tech?,The home of the Corps of Cadets,1.0
1397,1397,What is Lane Hall?,A state and national historic landmark originally known as Barracks No. 1,1.0
1398,1398,What is the significance of the orange and maroon sidewalk in front of Lane Hall?,It forms the largest 'VT' on campus,1.0
1399,1399,What are some of the updates in the Upper Quad?,"Pearson and New Cadet halls replacing older cadet residence halls, and a new plaza displaying the Corps' monuments",1.0
1400,1400,What does the new plaza in the Upper Quad honor?,Those who have served in the past and present,1.0
1402,1402,What is the significance of the Corps of Cadets retracing Add Caldwell's walk?,They celebrate the progress of first-year cadets,1.0
1403,1403,What is Hokie Stone?,A limestone common in Southwest Virginia,1.0
1404,1404,When was Hokie Stone first used in campus building construction?,1899,1.0
1405,1405,What requirement do new central campus buildings at Virginia Tech have?,They must bear Hokie Stone,1.0
1406,1406,What colors can Hokie Stone vary in?,"Grays, browns, blacks, pinks, oranges, and maroons",1.0
1407,1407,When did the university start operating its own quarry?,Mid-1950s,1.0
1408,1408,What do the Pylons above War Memorial Chapel represent?,Virginia Tech's core values,1.0
1409,1409,What is the order of the Pylons from left to right?,"Brotherhood, Honor, Leadership, Sacrifice, Service, Loyalty, Duty, and Ut Prosim",1.0
