id,question,answer,label
961,What does the Ring Dance weekend include?,"The Ring Dance weekend includes a banquet honoring the ring collection’s namesake, the formal Ring Dance, and fireworks.",1.0
962,Why is the Virginia Tech class ring considered prestigious?,The large number of orders and the large physical size of the rings make the Tech class ring the prestige order of the college ring business.,1.0
963,Which company was awarded the privilege of making Tech's 1971 class ring?,Jostens was awarded the privilege of making Tech's 1971 class ring.,1.0
964,What guarantees does Jostens provide for Tech's class ring?,"Jostens guarantees to resize the ring at no charge, replace broken encrusting at no charge if the stone is undamaged, replace the ring for any reason for $15 plus the old ring, refinish the ring at no charge, and complete repairs in three weeks and total replacements in four weeks.",0.0
965,What does the Class Program do to maintain the tradition of the Virginia Tech Class Ring?,"The Class Program, through the advising of the Virginia Tech Alumni Association, maintains the tradition of the Virginia Tech Class Ring.",1.0
966,What is required for alumni to order or replace a ring?,Alumni must have their class year confirmed before either ordering or replacing a ring to ensure the continued integrity of the program.,1.0
967,What is the Virginia Tech Ring Display Case?,The Virginia Tech Ring Display Case is a display case located in the Williamsburg Room of Squires Student Center.,1.0
968,What does Jostens require for repairs or resizing?,Jostens does not require the Alumni Associations student certification for repairs or resizing.,0.0
969,Since when can almost all rings be replaced in their original design?,Almost all rings can be replaced in their original design dating back to 1923.,1.0
970,Where can you work directly with Jostens?,You can work directly with Jostens through their website.,0.0
971,What does the cenotaph at the memorial's center display?,The names of Virginia Tech's seven Medal of Honor recipients.,1.0
972,Where is the April 16 Memorial located?,On the Drillfield.,1.0
973,What does the Hokie Stone symbolize?,"Virginia Tech's relentless spirit, courage to move forward, and determination never to forget.",1.0
974,How many gargoyles are there at Virginia Tech?,At least 15.,1.0
975,What does the Virginia Tech logo represent?,"The lettering reflects Virginia Tech's VT-shaped educational experience, with the vertical bar of the T representing disciplinary depth and the horizontal bar reflecting the ability to work across disciplines.",1.0
976,Who laid the foundations for modern-day Virginia Tech?,John M. McBryde.,0.0
977,Who transformed VPI into a major research university?,T. Marshall Hahn Jr.,1.0
978,Who guided the university's growth during the 2000s?,Charles W. Steger.,1.0
979,When did the tradition of designing a unique class ring begin at Virginia Tech?,1911-12.,1.0
980,What is the origin of the word 'Hokie'?,It was coined by O.M. Stull in a spirit yell he wrote for a competition.,1.0
981,How many scholarships does the Astronaut Scholarship Foundation award?,Fifty,0.0
982,What is the value of each scholarship awarded by the Astronaut Scholarship Foundation?,"$10,000",0.0
983,Who are the past Virginia Tech Astronaut Scholars in 2020?,Christine Faunce,0.0
984,Who is the contact person for the Astronaut Scholarship at Virginia Tech?,Christina McIntyre,0.0
985,What criteria does the English-Speaking Union Scholarship consider for applicants?,"Literary and scholastic ability, physical vigor, character, and personality",0.0
986,How long does the English-Speaking Union Scholarship cover the cost of summer study in Great Britain?,Three weeks,0.0
987,When is the campus deadline for the English-Speaking Union Scholarship application?,Mid-December,0.0
988,Who can the university nominate for the English-Speaking Union Scholarship?,One candidate,0.0
989,Who is the contact person to inquire about the English-Speaking Union Scholarship application materials?,Christina McIntyre,0.0
990,Who were the Virginia Tech recipients of the English-Speaking Union Scholarship in 2001?,Kirsten Davis,0.0
991,What is the purpose of the Ford Foundation Fellowships for Minorities?,To provide an annual stipend and institutional allowance for research-based doctoral programs,0.0
992,What disciplines are eligible for the Ford Foundation Fellowships?,"Behavioral and social sciences, humanities, engineering, mathematics, computer science, physical sciences, and biological sciences",0.0
993,When is the final deadline for the Ford Foundation Fellowships?,Early November,0.0
994,What are Fulbright Scholarships?,Scholarships awarded to graduating seniors and graduate students for research projects in another country,0.0
995,What does the amount of the Fulbright Scholarships include?,"Round-trip transportation, tuition, living expenses, and often an accelerated language course",0.0
996,When is the national deadline for Fulbright Scholarships?,Third week in October,0.0
997,Who should students contact for information about the Fulbright application process?,Betty Watts,0.0
998,What is the purpose of the Gates Cambridge Scholarships?,To provide funding for studying in Cambridge,0.0
999,What is the deadline for applying to the Gates Cambridge Scholarships?,November 1,0.0
1000,What do Goldwater Scholarships provide funding for?,"Tuition, fees, room, board, and books for junior/senior years",0.0
1001,What disciplines are eligible for Goldwater Scholarships?,"Science, mathematics, and engineering",0.0
1002,Who should students contact for details about the campus application for Goldwater Scholarships?,Christina McIntyre,0.0
1003,What is the purpose of the James Madison Fellowships?,"To provide financial support for graduate study in history, political science, or related social studies.",0.0
1004,What is the requirement for applicants of the James Madison Fellowships?,They must agree to teach secondary school for at least one year for each year of financial assistance.,0.0
1005,When is the final deadline for the James Madison Fellowships?,Usually early March.,0.0
1006,What is the amount of money allotted by the Marshall Scholarships per year?,"$40,000.",0.0
1007,How many seniors are selected for the Marshall Scholarships?,40.,0.0
1008,Where can Marshall Scholars pursue their graduate study?,At any university in the United Kingdom.,0.0
1009,What are the criteria for being selected as a Marshall Scholar?,"A distinguished academic record, strong leadership, significant community service, and a focused program of study for graduate school.",0.0
1010,When is the campus deadline for the Marshall Scholarships?,Early September.,0.0
1011,When is the national deadline for the Marshall Scholarships?,Very early October.,0.0
1012,Who should students contact to discuss the application process for the Marshall Scholarships?,Christina McIntyre.,0.0
1013,When should students contact Christina McIntyre regarding the Marshall Scholarships?,Early/mid-Spring semester of their Junior year.,0.0
1014,Who are some past recipients of the scholarships?,"Ashley A. White, Sarah S. Airey, Stacey D. Smith, and Anya McGuirk.",0.0
1015,In which year did Ashley A. White receive the scholarship?,2005.,0.0
1016,In which year did Sarah S. Airey receive the scholarship?,2000.,0.0
1017,In which year did Stacey D. Smith receive the scholarship?,1999.,0.0
1018,In which year did Anya McGuirk receive the scholarship?,1980.,0.0
1019,What is the purpose of the Mitchell Scholarship?,To educate future American leaders about the island of Ireland.,0.0
1020,What is the deadline for the Mitchell Scholarship?,The campus deadline is early September and the national deadline is early October.,0.0
1021,What does the NSF Graduate Research Fellowship Program provide?,"A three-year annual stipend of $34,000, a $12,000 cost of education allowance for tuition and fees, opportunities for international research and professional development, and the freedom to conduct their own research at any accredited U.S. institution of graduate education.",0.0
1022,What are NSF Fellows expected to become?,"Knowledge experts who can contribute significantly to research, teaching, and innovations in science and engineering.",0.0
1023,Is there a University Endorsement Process for the NSF Graduate Research Fellowship Program?,No.,0.0
1024,What is the deadline for the NSF Graduate Research Fellowship Program?,Deadlines vary by field of study: mid-October to early November.,0.0
1025,Who can candidates contact for additional guidance for the NSF Graduate Research Fellowship Program?,Christina McIntyre.,
1026,What does the Rhodes Scholarship provide?,"Support for tuition, fees, room, board, transportation, and books for two years of graduate study at Oxford University.",
1027,What qualities do the Rhodes Foundation look for in applicants?,"Very strong academic records, integrity of character, physical vigor, demonstrated leadership, and extensive public service.",
1028,Can alumni apply for the Rhodes Scholarship?,"Yes, as long as they have not reached the age of 24 by October 1 of the application year.",
1029,Is there a University Endorsement Process for the Rhodes Scholarship?,Yes.,
1030,What is the deadline for the Rhodes Scholarship at Virginia Tech?,December 1.,
1031,Who can candidates contact for more information about the Rhodes scholarship?,Christina McIntyre.,
1032,What is the purpose of the Harry S. Truman Scholarship?,To recognize college juniors for demonstrated leadership potential and a commitment to public service.,
1033,What is the amount of the Harry S. Truman Scholarship?,"$30,000.",
1034,Is there a University Endorsement Process for the Truman Scholarship?,Yes.,
1035,What is the deadline for the Truman Scholarship at Virginia Tech?,December 1.,
1036,Who can candidates contact to gain access to the Truman Scholarship application?,Christina McIntyre.,
1037,What does the Udall Foundation seek in future leaders?,"Leaders across a wide spectrum of environmental fields, including policy, engineering, science, education, urban planning and renewal, business, health, justice, and economics. They also seek future Native American and Alaska Native leaders in Native American health care and tribal public policy.",
1038,What does the Udall Scholarship provide?,"Financial funding up to $7,000 for academic expenses, access to the Udall Alumni network, and a four-day scholar orientation in Tucson, AZ.",
1039,Is there a University Endorsement Process for the Udall Scholarship?,Yes.,
1040,What is the deadline for the Udall Scholarship at Virginia Tech?,February 15.,
1041,Who can candidates contact to gain access to the Udall Scholarship application?,Christina McIntyre.,
1042,What do national scholarships recognize?,Students whose leadership and academic achievements are nationally or internationally extraordinary.,
1043,Who can advise students through the national scholarship application process at Virginia Tech?,Christina McIntyre.,
1044,What is the purpose of the Astronaut Scholarship?,"To support scholars in science, technology, engineering, and mathematics while commemorating the legacy of America's pioneering astronauts.",
1045,What are the eligibility requirements for the Astronaut Scholarship?,"The nominee must be a citizen of the United States, at least a sophomore or junior in college, enrolled as a full-time student for the academic year, and seeking a STEM degree with intentions to pursue research or advance their field.",
1046,Are students pursuing a career in professional medicine eligible for the Astronaut Scholarship?,"No, they are not eligible. However, those intending to perform biomedical research are eligible.",
1047,Is special consideration given to aeronautical/astronautical engineering students or those intending to become astronauts?,"No, special consideration is not given to them.",
1048,How many scholarships did ASF award last year and to how many universities?,ASF awarded 52 scholarships to students from 38 different universities.,
1049,Who are Astronaut Scholars?,"Astronaut Scholars are students in their junior and senior year of college studying science, technology, engineering, or mathematics with the intent to pursue research or advance their field upon completion of their final degree.",
1050,When were the first scholarships awarded by the Astronaut Scholarship Foundation?,The first seven scholarships were awarded in 1986.,
1051,How did the founding Mercury 7 astronauts support the scholarship program?,"Each astronaut sponsored a $1,000 scholarship and donated proceeds from their speaking engagements to fundraise for future scholarships.",
1052,How many scholarships does the Astronaut Scholarship Foundation award?,Fifty,
1053,What is the value of each scholarship awarded by the Astronaut Scholarship Foundation?,"$10,000",
1054,Who are the Astronaut Scholars associated with?,"Astronauts, alumni, and great leaders in academia, technical research, and corporate leadership",
1055,Can you provide a list of past Virginia Tech Astronaut Scholars?,"2017 Arianna Krinos, 2018 Arianna Krinos, 2019 Jim Owens, 2020 Christine Faunce",
1056,Who is the contact person at Virginia Tech for the Astronaut Scholarship?,"Christina McIntyre (cmcintyre@vt.edu), Director of Professional Development, National & International Scholarship",
1057,What are the criteria considered by the English-Speaking Union for their scholarship?,"Applicant's literary and scholastic ability, physical vigor, character, and personality",
1058,What does the English-Speaking Union scholarship cover?,Cost of three weeks of summer study and transportation,
1059,When is the campus deadline for the English-Speaking Union scholarship?,Mid-December,
1060,How many candidates can the university nominate for the English-Speaking Union scholarship?,One,
1061,Where are the finalists for the English-Speaking Union scholarship interviewed?,Richmond,
1062,Who should be contacted to inquire about the English-Speaking Union scholarship application materials?,Christina McIntyre,
1063,Who were some of the past recipients of the English-Speaking Union scholarship from Virginia Tech?,"2013 Cassidy Grubbs, 2011 Josh Trebach, 2005 Erica Butler, 2001 Kirsten Davis, 1997 Janine Schank, 1994 Michelle Krusiec, 1992 Valerie Alder",
1064,What is the purpose of the Ford Foundation Fellowships for Minorities?,The purpose is to provide an annual stipend and institutional allowance to minority students pursuing research-based doctoral programs.,
1065,What disciplines are eligible for the Ford Foundation Fellowships?,"The eligible disciplines include behavioral and social sciences, humanities, engineering, mathematics, computer science, physical sciences, and biological sciences.",
1066,When is the final deadline for the Ford Foundation Fellowships?,The final deadline is usually in early November.,
1067,What is the purpose of the Fulbright Scholarships?,The purpose is to fund graduating seniors and graduate students to pursue a research project in their major field at a university in another country.,
1068,What does the amount of the Fulbright Scholarships include?,"The amount includes round-trip transportation, tuition, living expenses, and frequently an accelerated language course.",
1069,When is the national deadline for the Fulbright Scholarships?,The national deadline is usually the third week in October.,
1070,Who should students contact for information about the Fulbright Scholarships?,Students should contact Betty Watts.,
1071,What is the purpose of the Gates Cambridge Scholarships?,"The purpose is to provide full funding for students to study in Cambridge for one, two, three, or four years.",
1072,What do students need to demonstrate in order to be considered for the Gates Cambridge Scholarships?,"Students need to demonstrate exceptional academic achievement and scholarly promise, as well as their ability to make a significant contribution to their discipline.",
1073,When is the deadline for applying to the Gates Cambridge Scholarships?,The deadline is usually November 1.,
1074,What do Goldwater Scholarships award to students?,"Goldwater Scholarships award up to $7,500 per year for tuition, fees, room, board, and books for junior and senior years.",
1075,What are the criteria considered for Goldwater Scholarships?,"The criteria considered include scholastic record, research experience, potential in graduate school, and commitment to a research career.",
1076,When is the campus deadline for Goldwater Scholarships?,The campus deadline is usually before the Thanksgiving break.,
1077,What is the purpose of the James Madison Fellowships?,"To provide financial assistance for graduate study in history, political science, or related social studies.",
1078,How much financial support do Marshall Scholarships provide per year?,"$40,000.",
1079,What are the requirements for receiving a James Madison Fellowship?,Applicants must agree to teach secondary school for at least one year for each year of financial assistance.,
1080,When is the final deadline for James Madison Fellowships?,Early March.,
1081,What are the eligibility criteria for Marshall Scholarships?,"Distinguished academic record, strong leadership, significant community service, and a focused program of study for graduate school.",
1082,When is the campus deadline for Marshall Scholarships?,Early September.,
1083,When is the national deadline for Marshall Scholarships?,Very early October.,
1084,Who can students contact to discuss the Marshall Scholarship application process?,Christina McIntyre.,
1085,Who was the recipient of the James Madison Fellowship in 2005?,Ashley A. White.,
1086,Who received the James Madison Fellowship in 2000?,Sarah S. Airey.,
1087,Who was the recipient of the James Madison Fellowship in 1999?,Stacey D. Smith.,
1088,Who received the James Madison Fellowship in 1980?,Anya McGuirk.,
1089,What is the purpose of the George J. Mitchell Scholarships?,To educate future American leaders about the island of Ireland.,
1090,When is the campus deadline for the Mitchell Scholarship?,Early September.,
1091,When is the national deadline for the Mitchell Scholarship?,Early October.,
1092,What does the NSF Graduate Research Fellowship Program (GRFP) support?,"Outstanding graduate students in NSF-supported science, technology, engineering, and mathematics disciplines.",
1093,How long do NSF Fellows receive a stipend for?,Three years.,
1094,How much is the annual stipend for NSF Fellows?,"$34,000.",
1095,What is the purpose of the NSF Fellows program?,To ensure the vitality of the human resource base of science and engineering in the United States and reinforce its diversity.,
1096,What is the University Endorsement Process for the NSF GRFP?,None.,
1097,When are the deadlines for the NSF GRFP?,Mid-October to early November.,
1098,When should candidates start developing their application materials for the NSF GRFP?,Early July or August.,
1099,Who can candidates contact for additional guidance on the NSF GRFP?,Christina McIntyre.,
1100,What is the webpage for the NSF GRF?,https://www.nsfgrfp.org/2009,
1101,What does the Rhodes Scholarship provide support for?,"tuition, fees, room, board, transportation, books",
1102,How many seniors are supported by the Rhodes Scholarship?,32,
1103,What qualities does the Rhodes Foundation look for in seniors?,"strong academic records, integrity of character, physical vigor, demonstrated leadership, and extensive public service",
1104,Can alumni apply for the Rhodes Scholarship?,Yes,
1105,What is the age limit for alumni applying to the Rhodes Scholarship?,They must not have reached the age of 24 by October 1 of the application year,
1106,Who is Christina McIntyre?,She is the person to contact in early/mid-Spring semester of their Junior year to discuss the application process,
1107,When did Mark Embree graduate?,1996,
1108,When did William W. Lewis graduate?,1963,
1109,What is the purpose of the Truman scholarship?,The purpose of the Truman scholarship is to identify people with potential to become leaders and to provide them the support to help them realize their aspirations.,
1110,What is the amount of the Truman scholarship?,"$30,000",
1111,What is the University Endorsement Process?,To gain access to the application email Christina McIntyre. Include in the email an up-to-date resume or Curriculum Vitae (CV) to assist in the registration process.,
1112,When is the Virginia Tech campus deadline for the Truman scholarship?,December 1,
1113,When are the Campus Interviews for the Truman scholarship?,Reading Day,
1114,Who should candidates meet with early in the fall semester to discuss the application process?,Christina McIntyre,
1115,What is the Truman Foundation Website?,http://www.truman.gov,
1116,"Who were the Truman scholarship recipients in 2009, 2002, and 1992?","2009 - Jennifer Lamb, 2002 - Michael Gerusa, 1992 - Phallisha Newsome-Horton",
1117,What fields does the Udall Foundation seek future leaders in?,"The Udall Foundation seeks future leaders across a wide spectrum of environmental fields, including policy, engineering, science, education, urban planning and renewal, business, health, justice, and economics.",
1118,What specific leaders does the Udall Foundation seek?,The Udall Foundation seeks future Native American and Alaska Native leaders in Native American health care and tribal public policy.,
1119,What financial funding does the scholarship provide?,"The scholarship provides financial funding up to $7,000 for academic expenses.",
1120,What additional benefits does the scholarship provide?,"The scholarship provides access to the Udall Alumni network and a four-day scholar orientation in Tucson, AZ.",
1121,Is there a University Endorsement process for the scholarship?,Yes.,
1122,What is the campus deadline for Virginia Tech candidates?,The campus deadline for Virginia Tech candidates is February 15.,
1123,What materials do candidates need to submit for endorsement?,Candidates need to submit materials including an up-to-date resume or Curriculum Vitae (CV) to the Virginia Tech Udall Committee.,
1124,Is it encouraged for candidates to meet with Christina McIntyre?,"Yes, candidates are encouraged to meet with Christina McIntyre to discuss the application process.",
1125,What is the website for the Udall Foundation?,The website for the Udall Foundation is http://udall.gov/OurPrograms/Scholarship/Scholarship.aspx,
1126,Can you provide some examples of past scholarship recipients from Virginia Tech?,"Some past scholarship recipients from Virginia Tech include Kara Dodson, Erin A. Rooney, Sherri M. Cook, Hilary Camblos, Krista Jacbosen, Brian Sweet, Shane J. Moses, Stacey D. Smith, Karen Hix, Elizabeth Embree, John Michael Schmidt, Walter R. O'Connel, Jennifer M. Deang, Elizabeth Faye, Michael C. Montgomery, and Angel L. Wesner.",
1127,What is the Harry S. Truman Scholarship?,The Harry S. Truman Scholarship recognizes college juniors for demonstrated leadership potential and a commitment to public service.,
1128,How much is the amount of the Truman scholarship?,"$30,000.",
1129,What is the purpose of the Truman scholarship?,The purpose of the Truman scholarship is to identify people with potential to become leaders and to provide them the support to help them realize their aspirations.,
1130,Is there a University Endorsement Process for the Truman scholarship?,Yes.,
1131,Who should applicants email to gain access to the Truman scholarship application?,Applicants should email Christina McIntyre.,
1132,What should be included in the email to Christina McIntyre for the Truman scholarship application?,An up-to-date resume or Curriculum Vitae (CV).,
1133,What does the Virginia Tech Truman Committee do?,The Virginia Tech Truman Committee will interview applicants to determine endorsement of candidates.,
1134,What is the Virginia Tech campus deadline for the Truman scholarship?,December 1.,
1135,When are the Campus Interviews for the Truman scholarship?,Reading Day.,
1136,Who should candidates meet early in the fall semester to discuss the Truman scholarship application process?,Candidates should meet with Christina McIntyre.,
1137,What is the website of the Truman Foundation?,http://www.truman.gov,
1138,What fields does the Udall Foundation seek future leaders in?,"The Udall Foundation seeks future leaders across a wide spectrum of environmental fields, including policy, engineering, science, education, urban planning and renewal, business, health, justice, and economics.",
1139,How much financial funding does the Udall scholarship provide for academic expenses?,"Up to $7,000.",
1140,What does the Udall scholarship provide access to?,"The Udall scholarship provides access to the Udall Alumni network and a four-day scholar orientation in Tucson, AZ.",
1141,What categories are scholarships offered to by the Udall Foundation?,Scholarships are offered to students in one of the following categories.,
1142,Is there a University Endorsement Process for the Udall scholarship?,Yes.,
1143,Who should applicants email to gain access to the Udall scholarship application?,Applicants should email Christina McIntyre.,
1144,What should be included in the email to Christina McIntyre for the Udall scholarship application?,An up-to-date resume or Curriculum Vitae (CV).,
1145,What does the Virginia Tech Udall Committee do?,The Virginia Tech Udall Committee will determine endorsements of candidates based on the materials submitted by the campus deadline.,
1146,What is the Virginia Tech campus deadline for the Udall scholarship?,February 15.,
1147,Who should candidates meet in the fall to discuss the Udall scholarship application process?,Candidates should meet with Christina McIntyre.,
1148,What is the website of the Udall Foundation?,http://udall.gov/OurPrograms/Scholarship/Scholarship.aspx,
1149,How many Virginia Tech alumni have received the Medal of Honor?,Eight,
1150,Who was the first Virginia veteran from World War I to receive the Medal of Honor?,Earle Gregory,
1151,What is the name of the hall named in honor of Jimmie Monteith?,Monteith Hall,
1152,Who is the only navigator awarded the Medal of Honor?,Robert Femoyer,
1153,Who received the Medal of Honor for actions during the Korean War?,Richard Shea,
1154,Who is 1st Lt. Gary Lee Miller?,A unit commander in the U.S. Army and a graduate of Virginia Tech.,
1155,How did 1st Lt. Gary Lee Miller die?,"He died from wounds he received while serving in action in Binh Duong Province, Vietnam.",
1156,What did 1st Lt. Gary Lee Miller do to save his patrol?,"He threw himself on an enemy grenade, absorbing the force of the explosion with his body.",
1157,What college did 1st Lt. Gary Lee Miller attend?,"He attended Clifton Forge-Covington Community College, which was designated a branch of Virginia Tech at the time.",
1158,How many Virginia Tech alumni have received the Medal of Honor?,Eight.,
1159,What wars did Antoine Gaujot and Julien Gaujot receive the Medal of Honor for?,"Antoine Gaujot received the medal for actions in the Philippine Insurrection, while Julien Gaujot received the medal for actions on the Mexican Border.",
1160,What is the name of the Army sergeant who received the Medal of Honor for actions in World War I?,Earle Gregory.,
1161,What did Herbert Thomas do to receive the Medal of Honor?,He jumped on a hand grenade to save his men's lives.,
1162,Who is Jimmie Monteith and why did he receive the Medal of Honor?,Jimmie Monteith was an Army lieutenant who received the Medal of Honor for actions during D-Day in World War II.,
1163,What is the name of the only navigator awarded the Medal of Honor?,Robert Femoyer.,
1164,What did Richard Shea do to receive the Medal of Honor?,He led a counterattack and fought hand-to-hand during the Korean War.,
1165,How many generals and admirals does Virginia Tech have among its alumni?,97.,
1166,Which class has the greatest number of generals?,The class of 1941.,
1167,Who has been named senior associate vice president for alumni relations at Virginia Tech?,Matthew M. Winston Jr.,
1168,When will Matthew M. Winston Jr. start his new position at Virginia Tech?,On November 1st.,
1169,What is the oldest structure on the Virginia Tech campus?,Solitude,
1170,What is Solitude now used for?,It is now home to a multi-use Appalachian Center.,
1171,When was Solitude expanded?,In 1851 by Col. Robert Preston.,
1172,What is Solitude an example of?,Greek Revival architecture.,
1173,When was Virginia Agricultural and Mechanical College founded?,In 1872.,
1174,Where did 'Add' register as the first student at Virginia Tech?,Preston and Olin Building,
1175,What was the original name of Virginia Tech?,Virginia Agricultural and Mechanical College (V.A.M.C.),
1176,What kind of institution is Virginia Tech?,Land-grant institution,
1177,What is the full name of Virginia Tech?,Virginia Polytechnic Institute and State University,
1178,When was Add Caldwell born?,"January 10, 1856",
1179,Where was Add Caldwell born?,"Sinking Creek in Craig County, Va.",
1180,Who were Add Caldwell's parents?,George Charlton and Lorena Givens Caldwell,
1181,How many siblings did Add Caldwell have?,Nine,
1182,How long had the Caldwells been living in Craig's valleys?,Since the 1760s,
1183,"Who granted land to John Caldwell, Add Caldwell's forebear?",King George III of England,
1184,What counties were joined to create Craig County?,"Botetourt, Roanoke, Giles, and Monroe counties",
1185,What was Add's father's occupation?,Farmer,
1186,Who else in the family was a farmer?,Archibald Caldwell,
1187,What type of house did George have?,Two-story frame house,
1188,Where was the house located?,Above the base of a mountain,
1189,What could be seen from the house?,Panoramic view of the valley farmland,
1190,Where did Add grow up?,On a farm.,
1191,Who encouraged or made arrangements for Add's schooling?,His father.,
1192,What war was Add's father a veteran of?,The Civil War.,
1193,What did the Confederate soldier desire for his children?,Better educational opportunities.,
1194,What happened to the county's school records?,They were destroyed by fire.,
1195,How did Add most likely receive his education?,He most likely attended a one- or two-room school or was taught by an instructor hired to come into the home.,
1196,When was the public school system introduced in Craig County?,In 1870.,
1197,Who prompted Add Caldwell to investigate the agricultural and mechanical school in Blacksburg?,"The school's president, Charles L.C. Minor",
1198,"How did Add and his older brother, Mic Caldwell, learn about the new school?",Through word of mouth or advertisements placed by the school's president in newspapers throughout the state,
1199,How far did Add and Mic Caldwell walk to reach Blacksburg?,As much as 28 miles,
1200,Did Add and Mic Caldwell know about foot trails that could have shortened their walk?,"Yes, they would have known about foot trails across the mountains",
1201,Who remembers her father telling her that he walked to the school with his brother?,"Mic's daughter, Katherine Caldwell Mendez",
1202,Who wrote the book 'The First 100 Years'?,D.L. Kinnear,
1203,What happened in the Preston and Olin Building?,Students registered,
1204,Who was the first student to register?,Add,
1205,Who else registered on the same day?,Mic,
1206,How many students were matriculated during the first month?,30,
1207,Who did President Minor write to during the first month?,Gen. Joseph R. Anderson,
1208,How many more students were holding back in hope of some abatement of accommodation?,A dozen,
1209,What was the name of the institute mentioned in the correspondence?,Preston and Olin Institute,
1210,Was the beginning of the school smaller than expected?,Yes,
1211,What did President Minor call the students?,plain lads,
1212,What did President Minor feel embarrassed about?,varying from strictly technical training,
1213,What kind of preparation did many students have?,scantiest preparation,
1214,What kind of work did V.A.M.C. have to include?,work belonging to high schools or grammar schools,
1215,What did President Minor say was impossible to do?,all that is desired in special technical courses,
1216,When did the newspapers report the number of registered students?,mid-November,
1217,How many students had registered at that time?,60,
1218,What did the newspapers say about the tide of entrance?,It is steadily flowing on to as full numbers as can be comfortably accommodated.,
1219,What was the total enrollment during the first year of operation?,132,
1220,Who was the first to register at Virginia Tech?,Add,
1221,What were the facilities in the Preston and Olin Building in 1872?,"Three recitation rooms, a chapel, and twenty-four lodging rooms",
1222,Where did students who couldn't find lodging on campus stay?,In town,
1223,Where did students eat before 1873?,"In town, many at Luster's Hotel",
1224,When was the new building for serving meals completed?,1873,
1225,Until when did students have the option to eat on campus or in town?,1881,
1226,Who was enrolled with Add each year?,At least one of his brothers,
1227,When was Mic on the rolls?,"In 1872, 1873, 1876, and 1877",
1228,Did Mic graduate?,"No, he never graduated",
1229,When did Frank B. Caldwell enroll?,During Add's third year,
1230,How many consecutive terms did Frank attend?,Three consecutive terms,
1231,Did Frank graduate?,"No, he did not graduate",
1232,What subjects were Add exposed to in first year studies?,"commercial arithmetic, bookkeeping, algebra, English grammar, geography with map drawing, descriptive astronomy, penmanship, free-hand drawing, lectures on physiology and hygiene, lectures on habits and manners, lectures on the value of agricultural and mechanical arts to society, French or German, farm or shop practice, and military tactics.",
1233,Who compiled and edited the 1964 VPI Historical Data Book?,Jenkins Mikell Robertson,
1234,What was the college under from the beginning?,military discipline,
1235,What were students required to do?,"meet formations, march to classes, pass room inspections, have military passes when off campus, and conform to other types of military behavior",
1236,How many companies were the students assigned to?,two,
1237,What were the uniforms of the students?,"cap, jacket, and pants of cadet gray, trimmed with black",
1238,What rank did Add attain by the middle of his final year in college?,second sergeant,
1239,What is the significance of Montgomery White Sulphur Springs?,It is the burial site of Confederate soldiers.,
1240,What happened on Memorial Day at Virginia Tech?,The corps marched to Montgomery White Sulphur Springs to honor the Confederate soldiers buried there.,
1241,How far is Montgomery White Sulphur Springs from the Virginia Tech campus?,12-15 miles.,
1242,What did Gen. Preston comment about the students who rode to the ceremony?,He said it was 'd_____ poor militia that had to be hauled about in ambulances.',
1243,What did students participate in during the college's inaugural year?,A literary society,
1244,When did the Lee Literary Society and the Maury Literary Society start?,In 1873,
1245,What did the Lee Literary Society and the Maury Literary Society focus on?,"Public speaking, debate, and creative writing",
1246,"When was The Gray Jacket, the first student publication, started?",In 1875,
1247,Which society was Add a member of?,Maury Literary Society,
1248,What did the committee concur with?,having an Inter-collegiate Association of Virginia convention at Lynchburg,
1249,When was the Inter-collegiate Association of Virginia convention held?,1876,
1250,Where was the Inter-collegiate Association of Virginia convention held?,Lynchburg,
1251,When did the first school year at V.A.M.C. start?,"October 1, 1872",
1252,When did the first school year at V.A.M.C. end?,"Last Wednesday in July, 1873",
1253,What replaced summer vacation during the second year and for nine years following?,Vacation around Christmas to late February,
1254,Who justified the new school term in an 1875 issue of The Gray Jacket?,President Minor,
1255,Why did President Minor justify the new school term?,Because the winter vacation was best suited for an institution of this character and students from other sections of the country could escape the severity of winter in the mountains and remain at College during the most pleasant and healthful part of the year,
1256,Who donated Add's 1875 report card to Virginia Tech?,Frank Caldwell,
1257,When was Add's 1875 report card donated to Virginia Tech?,1992,
1258,What does Add's 1875 report card list?,His grades,
1259,Who was Add's 1875 report card mailed to?,His father in Craig County,
1260,What year was Add's 1875 report card from?,1875,
1261,What subjects did Add study in the intermediate year?,"Mathematics, Chemistry, Natural History, Composition and Rhetoric, French, Composition (written), Military Tactics, and Farm work.",
1262,What was Add's grade in Mathematics?,5,
1263,What was Add's grade in Chemistry?,7,
1264,What exam does the university archives include?,A copy of the 1875 chemistry exam.,
1265,What was Add's grade in Natural History?,8,
1266,What was Add's grade in Composition and Rhetoric?,7.5,
1267,What was Add's grade in French?,8,
1268,What was Add's grade in Composition (written)?,10,
1269,What was Add's grade in Military Tactics?,9.5,
1270,What was Add's grade in Farm work?,10,
1271,What is Book-Keeping?,Book-Keeping is the process of recording financial transactions.,
1272,What are some common tasks involved in Book-Keeping?,"Some common tasks involved in Book-Keeping include recording sales and purchases, tracking expenses, and managing payroll.",
1273,What is the importance of Book-Keeping?,"Book-Keeping is important for maintaining accurate financial records, analyzing business performance, and fulfilling tax obligations.",
1274,How long does it take to complete the Book-Keeping program at Virginia Tech?,The Book-Keeping program at Virginia Tech typically takes 5 years to complete.,
